"object","","start","start_sec","end","end_sec","duration","duration_sec",""
"ball","",00:00:32.988,32.988,00:00:34.985,34.985,00:00:01.997,1.997,""
"card","",00:01:31.665,91.665,00:01:37.724,97.724,00:00:06.059,6.059,""
"card","",00:01:43.253,103.253,00:01:43.987,103.987,00:00:00.734,0.734,""
"card","",00:01:51.411,111.411,00:02:05.833,125.833,00:00:14.422,14.422,""
"card","",00:02:08.001,128.001,00:02:11.500,131.5,00:00:03.499,3.499,""
"card","",00:02:13.479,133.479,00:02:18.207,138.207,00:00:04.728,4.728,""
"card","",00:02:21.710,141.71,00:02:22.564,142.564,00:00:00.854,0.854,""
"card","",00:02:25.209,145.209,00:02:26.814,146.814,00:00:01.605,1.605,""
"card","",00:02:28.298,148.298,00:02:33.384,153.384,00:00:05.086,5.086,""
"card","",00:02:38.402,158.402,00:02:41.048,161.048,00:00:02.646,2.646,""
"card","",00:02:41.816,161.816,00:02:48.677,168.677,00:00:06.861,6.861,""
"card","",00:02:50.912,170.912,00:02:54.479,174.479,00:00:03.567,3.567,""
"card","",00:02:57.151,177.151,00:03:04.422,184.422,00:00:07.271,7.271,""
"card","",00:03:05.634,185.634,00:03:08.399,188.399,00:00:02.765,2.765,""
"card","",00:03:10.276,190.276,00:03:12.427,192.427,00:00:02.151,2.151,""
"card","",00:03:15.652,195.652,00:03:24.766,204.766,00:00:09.114,9.114,""
"card","",00:03:26.850,206.85,00:03:33.472,213.472,00:00:06.622,6.622,""
"card","",00:03:34.854,214.854,00:03:36.100,216.1,00:00:01.246,1.246,""
"card","",00:03:41.033,221.033,00:03:45.624,225.624,00:00:04.591,4.591,""
"card","",00:03:48.014,228.014,00:03:50.267,230.267,00:00:02.253,2.253,""
"card","",00:03:53.339,233.339,00:04:00.183,240.183,00:00:06.844,6.844,""
"card","",00:04:02.268,242.268,00:04:03.394,243.394,00:00:01.126,1.126,""
"card","",00:04:04.708,244.708,00:04:07.866,247.866,00:00:03.158,3.158,""
"card","",00:04:08.395,248.395,00:04:15.734,255.734,00:00:07.339,7.339,""
"card","",00:04:24.232,264.232,00:04:29.557,269.557,00:00:05.325,5.325,""
"card","",00:04:32.868,272.868,00:04:35.411,275.411,00:00:02.543,2.543,""
"card","",00:04:36.913,276.913,00:04:42.767,282.767,00:00:05.854,5.854,""
