"object","","start","start_sec","end","end_sec","duration","duration_sec",""
"ball","",00:00:11.004,11.004,00:00:12.954,12.954,00:00:01.950,1.95,""
"ball","",00:00:16.317,16.317,00:00:17.803,17.803,00:00:01.486,1.486,""
"ball","",00:00:24.558,24.558,00:00:25.816,25.816,00:00:01.258,1.258,""
"ball","",00:00:29.525,29.525,00:00:31.116,31.116,00:00:01.591,1.591,""
"ball","",00:00:34.271,34.271,00:00:35.704,35.704,00:00:01.433,1.433,""
"ball","",00:00:39.656,39.656,00:00:41.070,41.07,00:00:01.414,1.414,""
"ball","",00:00:46.065,46.065,00:00:48.731,48.731,00:00:02.666,2.666,""
"ball","",00:00:52.332,52.332,00:00:53.641,53.641,00:00:01.309,1.309,""
"ball","",00:00:57.100,57.1,00:00:59.192,59.192,00:00:02.092,2.092,""
"ball","",00:01:02.283,62.283,00:01:03.688,63.688,00:00:01.405,1.405,""
"ball","",00:01:06.841,66.841,00:01:07.676,67.676,00:00:00.835,0.835,""
"ball","",00:01:09.974,69.974,00:01:11.326,71.326,00:00:01.352,1.352,""
"ball","",00:01:21.008,81.008,00:01:23.160,83.16,00:00:02.152,2.152,""
"ball","",00:01:25.199,85.199,00:01:26.608,86.608,00:00:01.409,1.409,""
"ball","",00:01:44.086,104.086,00:01:46.698,106.698,00:00:02.612,2.612,""
"ball","",00:01:51.614,111.614,00:01:53.470,113.47,00:00:01.856,1.856,""
"ball","",00:01:57.756,117.756,00:01:59.700,119.7,00:00:01.944,1.944,""
"ball","",00:02:04.074,124.074,00:02:05.804,125.804,00:00:01.730,1.73,""
"ball","",00:02:08.125,128.125,00:02:09.627,129.627,00:00:01.502,1.502,""
"ball","",00:02:55.029,175.029,00:02:58.078,178.078,00:00:03.049,3.049,""
"ball","",00:03:05.942,185.942,00:03:07.346,187.346,00:00:01.404,1.404,""
"ball","",00:03:09.368,189.368,00:03:11.119,191.119,00:00:01.751,1.751,""
"ball","",00:03:13.075,193.075,00:03:15.444,195.444,00:00:02.369,2.369,""
"ball","",00:03:17.895,197.895,00:03:20.574,200.574,00:00:02.679,2.679,""
"ball","",00:03:53.062,233.062,00:03:55.059,235.059,00:00:01.997,1.997,""
"ball","",00:03:58.250,238.25,00:03:59.949,239.949,00:00:01.699,1.699,""
"ball","",00:04:10.567,250.567,00:04:12.809,252.809,00:00:02.242,2.242,""
"ball","",00:04:15.116,255.116,00:04:17.774,257.774,00:00:02.658,2.658,""
"ball","",00:04:20.315,260.315,00:04:22.463,262.463,00:00:02.148,2.148,""
"ball","",00:04:26.287,266.287,00:04:28.243,268.243,00:00:01.956,1.956,""
"ball","",00:04:30.998,270.998,00:04:32.728,272.728,00:00:01.730,1.73,""
"ball","",00:04:35.292,275.292,00:04:37.587,277.587,00:00:02.295,2.295,""
"ball","",00:04:40.121,280.121,00:04:41.935,281.935,00:00:01.814,1.814,""
"ball","",00:04:44.562,284.562,00:04:46.495,286.495,00:00:01.933,1.933,""
"ball","",00:04:49.507,289.507,00:04:51.062,291.062,00:00:01.555,1.555,""
"ball","",00:04:59.550,299.55,00:05:01.182,301.182,00:00:01.632,1.632,""
"ball","",00:05:04.066,304.066,00:05:06.006,306.006,00:00:01.940,1.94,""
"ball","",00:05:08.997,308.997,00:05:13.691,313.691,00:00:04.694,4.694,""
"ball","",00:05:16.967,316.967,00:05:19.146,319.146,00:00:02.179,2.179,""
"ball","",00:05:22.334,322.334,00:05:25.663,325.663,00:00:03.329,3.329,""
"ball","",00:05:28.890,328.89,00:05:31.663,331.663,00:00:02.773,2.773,""
"ball","",00:05:34.635,334.635,00:05:40.629,340.629,00:00:05.994,5.994,""
"ball","",00:05:55.618,355.618,00:05:57.188,357.188,00:00:01.570,1.57,""
"ball","",00:06:07.313,367.313,00:06:13.488,373.488,00:00:06.175,6.175,""
"ball","",00:06:23.826,383.826,00:06:26.747,386.747,00:00:02.921,2.921,""
